,0.000,-5.924,G,15.5,1.5,1.2,170,,,Per,S0-a,25.1
,-0.001,0.003,G,15.4,0.7,0.5,130,,,Per,S0,23.3
,0.022,5.900,G,15.1,1.5,0.8,170,,,Per,E,24.6
1,0.012,-4.127,G,14.7,2.1,1.7,36,,,Per,S0,25.1
,-0.034,-42.898,G,14.7,0.7,0.4,168,,,Cet,S0-a,22.6
,-0.015,-0.039,G,16.9,0.5,0.4,28,,,Cet,E,23.2
,0.099,41.764,G,15.5,0.7,0.6,60,,,Per,E,23.6
,0.006,0.607,G,15.7,0.7,0.3,136,,,Per,S0-a,24.1
,-0.021,-29.413,G,13.1,1.9,0.7,170,,,Ari,Sb,23.3
,0.027,-26.952,G,15.3,1.0,0.6,68,,,Eri,SABa,23.6
,0.000,0.036,G,15.3,1.2,0.3,126,,,Eri,S0-a,24.2
,0.005,-0.141,G,14.1,1.8,1.4,51,,,Eri,E-S0,24.0
,0.004,2.200,G,14.7,1.1,0.6,131,,,Eri,S0-a,23.6
,0.002,-2.179,G,14.9,1.0,0.7,30,,,Eri,Sbc,23.2
,0.018,16.962,G,14.3,1.5,0.5,32,,,Cet,Sa,23.6
1,0.063,41.573,GTrpl,,1.0,,,,,Per,,
,-0.038,-60.051,G,14.0,1.7,0.6,62,,,Eri,S0,23.9
,0.019,18.474,G,13.1,1.0,0.9,44,,,Cet,SBbc,22.5
,0.028,34.995,G,14.7,2.2,2.2,125,,,Per,E,25.2
,-0.005,-21.557,G,15.2,0.5,0.5,166,,,Ari,Sbc,22.8
3,0.044,-16.413,G,17.9,0.7,0.5,5,,,Cet,Sc,23.0
,0.039,42.576,G,11.6,4.3,2.1,14,,,Per,Sd,23.8
,-0.035,-54.387,G,15.0,1.4,0.4,117,,,Eri,Sbc,23.4
1,0.015,-0.055,G,15.4,0.8,0.6,9,,,Eri,Sc,23.4
,0.043,54.458,G,14.9,1.0,0.3,41,,,Per,Sab,23.0
,0.046,18.929,PN,13.2,0.6,,,,,Cas,,
,-0.010,-20.343,G,15.4,1.2,0.3,129,,,Per,Sb,23.7
,-0.038,-53.561,G,14.7,1.2,0.5,91,,,Eri,S0-a,23.5
,0.046,53.353,G,13.5,1.2,0.7,73,,,Per,Scd,22.8
,0.012,0.371,G,15.5,1.1,0.8,108,,,Per,S0-a,24.1
,0.002,-0.515,G,15.5,1.5,1.2,106,,,Per,S0-a,24.7
3,0.005,-39.307,GPair,,0.8,,,,,Cet,,
,-0.005,-14.425,G,15.8,0.9,0.7,30,,,Eri,S0-a,23.9
,0.054,55.525,G,16.1,0.7,0.6,115,,,Per,E,24.0
,0.009,-0.192,G,14.9,1.3,1.1,177,,,Per,E,24.1
,-0.033,-37.516,G,12.9,1.8,1.2,22,,,Cet,Sbc,23.3
,-0.003,-16.397,G,16.2,0.6,0.5,47,,,Eri,,23.6
,0.039,49.572,G,14.7,1.1,0.7,29,,,Per,Sb,23.3
,0.001,-0.022,G,15.6,0.8,0.6,74,,,Per,E,23.8
,-0.034,-49.576,G,15.5,0.7,0.6,79,,,Eri,SABc,23.1
,0.012,11.475,G,14.5,1.6,0.6,67,,,Cet,Sa,23.9
