,0.037,5.124,DrkN,,7.0,,,,,,,
,0.014,-4.581,DrkN,,15.0,,,,,,,
,0.021,-5.447,DrkN,,13.0,,,,,,,
,0.029,6.839,DrkN,,2.0,,,,,,,
,0.029,1.039,DrkN,,17.0,,,,,,,
,0.031,0.422,DrkN,,30.0,,,,,,,
,0.008,-1.065,DrkN,,15.0,,,,,,,
,0.059,3.677,DrkN,,20.0,,,,,,,
,0.017,-4.747,DrkN,,25.0,,,,,,,
,0.006,0.884,DrkN,,4.0,,,,,,,
,0.037,7.440,DrkN,,6.0,,,,,,,
,0.209,4.370,DrkN,,30.0,,,,,,,
,0.108,0.019,DrkN,,40.0,,,,,,,
,0.033,1.172,DrkN,,,,,,,,,
,0.015,1.920,DrkN,,60.0,,,,,,,
,0.103,1.650,DrkN,,3.0,,,,,,,
,0.030,-4.712,DrkN,,6.0,,,,,,,
,-0.004,4.733,DrkN,,2.0,,,,,,,
,0.006,0.051,DrkN,,3.0,,,,,,,
,0.100,-4.933,DrkN,,8.0,,,,,,,
,0.017,0.836,DrkN,,60.0,,,,,,,
,0.078,3.113,DrkN,,7.0,,,,,,,
